"GEOID","var","pct","subgroup_type","var_label","pct_round","area"
"371350110012","pct_other",0.0236686390532544,"Race","Other",2.4,"CBG"
"371350110012","pct_white",0.923076923076923,"Race","White",92.3,"CBG"
"371350110012","pct_65_74",0.653846153846154,"Age","65-74",65.4,"CBG"
"371350110012","pct_75_84",0.248520710059172,"Age","75-64",24.9,"CBG"
"371350110012","pct_85_pl",0.0976331360946746,"Age","85+",9.8,"CBG"
"371350110012","pct_below_pl",0.0710128055878929,"Poverty + Education","HHs Below PL",7.1,"CBG"
"371350110012","pct_w_bach",0.699878493317132,"Poverty + Education","Bachelor's +",70,"CBG"
"371350110021","pct_male",0.366053169734151,"Sex","Male",36.6,"CBG"
"371350110021","pct_female",0.633946830265849,"Sex","Female",63.4,"CBG"
"371350110021","pct_asian",0.00613496932515337,"Race","Asian",0.6,"CBG"
"371350110021","pct_black",0.0531697341513292,"Race","Black",5.3,"CBG"
"371350110021","pct_hispanic",0.0204498977505112,"Race","Hisp.",2,"CBG"
"371350110021","pct_native",0.0081799591002045,"Race","Native American",0.8,"CBG"
"371350110021","pct_other",0.0102249488752556,"Race","Other",1,"CBG"
"371350110021","pct_white",0.901840490797546,"Race","White",90.2,"CBG"
"371350110021","pct_65_74",0.531697341513292,"Age","65-74",53.2,"CBG"
"371350110021","pct_75_84",0.274028629856851,"Age","75-64",27.4,"CBG"
"371350110021","pct_85_pl",0.194274028629857,"Age","85+",19.4,"CBG"
"371350110021","pct_below_pl",0.0510204081632653,"Poverty + Education","HHs Below PL",5.1,"CBG"
"371350110021","pct_w_bach",0.433026222537208,"Poverty + Education","Bachelor's +",43.3,"CBG"
"371350109043","pct_male",0.515625,"Sex","Male",51.6,"CBG"
"371350109043","pct_female",0.484375,"Sex","Female",48.4,"CBG"
"371350109043","pct_asian",0.0078125,"Race","Asian",0.8,"CBG"
"371350109043","pct_black",0.015625,"Race","Black",1.6,"CBG"
"371350109043","pct_hispanic",0.0546875,"Race","Hisp.",5.5,"CBG"
"371350109043","pct_native",0,"Race","Native American",0,"CBG"
